new,host,ttl,a,soa,has_internal_ips,internal_ips,status_code,mx,ns,txt,cname,aaaa,cdn,cdn-name,caa
[x],lw-dc2-dist4-sec-vlan195.rtr.liquidweb.com,566,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan160.rtr.liquidweb.com,600,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan161.rtr.liquidweb.com,600,72.52.252.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan162.rtr.liquidweb.com,600,72.52.254.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan164.rtr.liquidweb.com,600,67.225.160.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan165.rtr.liquidweb.com,266,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan166.rtr.liquidweb.com,600,67.225.138.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan167.rtr.liquidweb.com,600,67.225.140.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan168.rtr.liquidweb.com,600,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan169.rtr.liquidweb.com,600,67.225.144.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan171.rtr.liquidweb.com,600,67.225.150.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan172.rtr.liquidweb.com,600,67.225.152.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan175.rtr.liquidweb.com,391,69.16.223.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan176.rtr.liquidweb.com,600,67.225.201.67,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan179.rtr.liquidweb.com,600,67.225.194.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan180.rtr.liquidweb.com,261,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan181.rtr.liquidweb.com,600,,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan185.rtr.liquidweb.com,600,67.225.204.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan187.rtr.liquidweb.com,600,67.227.144.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
[x],lw-dc2-dist4-vlan189.rtr.liquidweb.com,600,67.225.202.3,"{'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}, {'name': 'rtr.liquidweb.com', 'ns': 'ns.liquidweb.com', 'mailbox': 'root.ns.liquidweb.com', 'serial': 2024040104, 'refresh': 28800, 'retry': 7200, 'expire': 3600000, 'minttl': 600}",,,NOERROR,,,,,,,,
