new,host,ttl,a,soa,status_code,txt,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,cname,caa,mx
[x],48754.discos.orbis.tomtom.com,300,108.142.3.109,"{'name': '48754.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48754.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48754.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48754.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-48754/discos-state-reader\""",,"ns2-04.azure-dns.net, ns3-04.azure-dns.org, ns4-04.azure-dns.info, ns1-04.azure-dns.com",,,,,,,
[x],48907.discos.orbis.tomtom.com,300,98.64.9.123,"{'name': '48907.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48907.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48907.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48907.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '48907.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-48907/discos-state-reader\""",,"ns2-09.azure-dns.net, ns3-09.azure-dns.org, ns4-09.azure-dns.info, ns1-09.azure-dns.com",,,,,,,
[x],56211.discos.orbis.tomtom.com,300,,"{'name': '56211.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '56211.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '56211.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '56211.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '56211.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-56211/discos-state-reader\""",,"ns1-02.azure-dns.com, ns2-02.azure-dns.net, ns3-02.azure-dns.org, ns4-02.azure-dns.info",,,,,,,
[x],67898.discos.orbis.tomtom.com,300,135.236.37.196,"{'name': '67898.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '67898.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '67898.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '67898.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-67898/discos-state-reader\""",,,,,,,,,
[x],76409.discos.orbis.tomtom.com,300,4.175.172.178,"{'name': '76409.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '76409.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '76409.discos.orbis.tomtom.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-59337/discos-state-reader\""",,"ns1-09.azure-dns.com, ns2-09.azure-dns.net, ns3-09.azure-dns.org, ns4-09.azure-dns.info",,,,,,,
[x],78899.discos.orbis.tomtom.com,300,20.249.128.155,"{'name': '78899.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78899.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78899.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78899.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-78899/discos-state-reader\""",,"ns4-02.azure-dns.info, ns1-02.azure-dns.com, ns2-02.azure-dns.net, ns3-02.azure-dns.org",,,,,,,
[x],78987.discos.orbis.tomtom.com,300,135.236.126.138,"{'name': '78987.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78987.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78987.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78987.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '78987.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-78987/discos-state-reader\""",,,,,,,,,
[x],80669.discos.orbis.tomtom.com,300,108.142.99.24,"{'name': '80669.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '80669.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '80669.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '80669.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-80669/discos-state-reader\""",,"ns1-02.azure-dns.com, ns2-02.azure-dns.net, ns3-02.azure-dns.org, ns4-02.azure-dns.info",,,,,,,
[x],81671.discos.orbis.tomtom.com,300,"20.249.173.251, 13.107.236.7, 150.171.21.7, 204.14.183.7, 208.84.5.7","{'name': '81671.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '81671.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '81671.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '81671.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '81671.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-81671/discos-state-reader\""","2603:1061:0:700::7, 2620:1ec:8ec:700::7","ns2-07.azure-dns.net, ns1-07.azure-dns.com, ns4-07.azure-dns.info, ns3-07.azure-dns.org",,,,,,,
[x],82283.discos.orbis.tomtom.com,300,172.211.210.223,"{'name': '82283.discos.orbis.tomtom.com', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '82283.discos.orbis.tomtom.com', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '82283.discos.orbis.tomtom.com', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '82283.discos.orbis.tomtom.com', 'ns': 'ns1-06.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-82283/discos-state-reader\""",,,,,,,,,
[x],83171.discos.orbis.tomtom.com,300,,"{'name': '83171.discos.orbis.tomtom.com', 'ns': 'ns1-03.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '83171.discos.orbis.tomtom.com', 'ns': 'ns1-03.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/matter-ws/matter-ws\""",,"ns1-03.azure-dns.com, ns2-03.azure-dns.net, ns3-03.azure-dns.org, ns4-03.azure-dns.info",,,,,,,
[x],84590.discos.orbis.tomtom.com,300,"20.249.65.34, 13.107.236.7, 150.171.21.7, 204.14.183.7, 208.84.5.7","{'name': '84590.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '84590.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '84590.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '84590.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-to-parent-6/discos-state-reader\""","2603:1061:0:700::7, 2620:1ec:8ec:700::7, 2a01:111:4000:700::7","ns3-07.azure-dns.org, ns4-07.azure-dns.info, ns1-07.azure-dns.com, ns2-07.azure-dns.net",,,,,,,
[x],87407.discos.orbis.tomtom.com,214,108.141.122.238,"{'name': '87407.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87407.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87407.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87407.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87407.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,,"ns2-02.azure-dns.net, ns3-02.azure-dns.org, ns4-02.azure-dns.info, ns1-02.azure-dns.com",,,,,,,
[x],87493.discos.orbis.tomtom.com,300,20.61.231.59,"{'name': '87493.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87493.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87493.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87493.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '87493.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-87493/discos-state-reader\""",,"ns4-02.azure-dns.info, ns2-02.azure-dns.net, ns1-02.azure-dns.com, ns3-02.azure-dns.org",,,,,,,
[x],89031.discos.orbis.tomtom.com,300,20.214.194.193,"{'name': '89031.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '89031.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '89031.discos.orbis.tomtom.com', 'ns': 'ns1-02.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-89031/discos-state-reader\""",,,,,,,,,
[x],91443.discos.orbis.tomtom.com,300,4.175.167.217,"{'name': '91443.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '91443.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '91443.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '91443.discos.orbis.tomtom.com', 'ns': 'ns1-07.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-91443/discos-state-reader\""",,"ns1-07.azure-dns.com, ns2-07.azure-dns.net, ns3-07.azure-dns.org, ns4-07.azure-dns.info",,,,,,,
[x],97391.discos.orbis.tomtom.com,167,,"{'name': '97391.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '97391.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '97391.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': '97391.discos.orbis.tomtom.com', 'ns': 'ns1-04.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,"\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/consumer-97391/discos-state-reader\""",,,,,,,,,
[x],a.api-internal.tomtom.com,900,,"{'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'api-internal.tomtom.com', 'ns': 'ns-231.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],a.cpp-core.tomtom.com,300,51.145.188.111,"{'name': 'tomtom.com', 'ns': 'dns1.p09.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1648553864, 'refresh': 7200, 'retry': 3600, 'expire': 24796800, 'minttl': 3600}, {'name': 'tomtom.com', 'ns': 'dns1.p09.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1648553864, 'refresh': 7200, 'retry': 3600, 'expire': 24796800, 'minttl': 3600}, {'name': 'tomtom.com', 'ns': 'dns1.p09.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1648553864, 'refresh': 7200, 'retry': 3600, 'expire': 24796800, 'minttl': 3600}, {'name': 'tomtom.com', 'ns': 'dns1.p09.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1648553864, 'refresh': 7200, 'retry': 3600, 'expire': 24796800, 'minttl': 3600}",NOERROR,,,,,,,,cpp-core.tomtom.com,,
[x],a.dgcache.eu-west-1.maps-imagery.tomtom.com,900,,"{'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],a.dgcache.public.eu-west-1.maps-imagery.tomtom.com,900,,"{'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'eu-west-1.maps-imagery.tomtom.com', 'ns': 'ns-27.awsdns-03.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
