input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,cdn_name,content_type,tech_,cdn,webserver,csp_domains_,tls_subject_org_,final_url,tls_mismatched
https://js.chargebee.com,,403,243,js.chargebee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=js.chargebee.com,js.chargebee.com,js.stagingcb.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c48a074ce70b6700c5b089b01eca4812,02c68852bbce10ded57d9eb260767b4f42f036dcd062fc96f4a735315dd0cb78,,ctls,js.chargebee.com,443,https://js.chargebee.com:443,https,GET,18.66.147.102,/,-157435167,18.66.147.53,2,False,cloudfront,application/xml,HSTS,True,AmazonS3,,,,
https://o16099.ingest.sentry.io/api/5653861/security/?sentry_key=0a855ea57da04aa09cc3a0390e520c0e,,405,,o16099.ingest.sentry.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-28T00:00:00Z,2023-08-28T23:59:59Z,"CN=ingest.sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",ingest.sentry.io,*.ingest.sentry.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09f7eca5b74f3bef8c24850fb5c66b66,1e34a43142ffa0bfd23f2a2609ecb8833f8e1745c9248506817c563d2e97219c,True,ctls,o16099.ingest.sentry.io,443,https://o16099.ingest.sentry.io:443/api/5653861/security/?sentry_key=0a855ea57da04aa09cc3a0390e520c0e,https,GET,34.120.195.249,/api/5653861/security/?sentry_key=0a855ea57da04aa09cc3a0390e520c0e,870045881,34.120.195.249,1,False,google,,Nginx,True,nginx,,Sentry,,
https://p.typekit.net,Adobe Fonts | Explore unlimited fonts,200,157736,fonts.adobe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=*.typekit.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.typekit.com,typekit.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dd40db78b9c73dbbb2ae84cef44634b4,cd14431f1c8f86d706d6c7df12191ddac4b741e930a5849abc7d39f262d0621e,True,ctls,fonts.adobe.com,443,https://p.typekit.net:443,https,GET,2.19.126.211,/,1494302000,2a02:26f0:480:f::213:7edb,1803,False,,text/html,Ruby on Rails,,nginx,,Adobe Inc.,https://fonts.adobe.com/?ref=tk.com,True
https://pinnacle.topechelon.com,"The Pinnacle | 
	Top Echelon Network's Newsletter",200,70226,pinnacle.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T05:06:36Z,2023-09-06T05:06:35Z,CN=topechelon.com,topechelon.com,*.topechelon.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,bb70855b2df262a31f81eddef610e8f0,0c233eec8d218953bdcdba8edda1c122416f6feb098ca4f26de57dfbae7a89a5,True,ctls,pinnacle.topechelon.com,443,https://pinnacle.topechelon.com:443,https,GET,172.67.200.247,/,1198047028,2606:4700:3032::ac43:c8f7,1322,False,cloudflare,text/html,WordPress:5.8.7,True,cloudflare,,,,
https://sentry.io,Application Performance Monitoring & Error Tracking Software | Sentry,200,325788,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-06T00:00:00Z,2024-07-06T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,docs.getsentry.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8aa2a24875398028247e02e02bd6a18c,35ab2e5c10207ed42095c781cdb718a763c420eb2f9973c52aef4ca5b2f20449,,ctls,sentry.io,443,https://sentry.io:443,https,GET,35.188.42.15,/,-1840324437,35.188.42.15,59,False,google,text/html,webpack,True,nginx,cdn.bizibly.com,Sentry,https://sentry.io/welcome/,
https://ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d38b2399690f104027969838ca3503d1,b5ec0a1e9d334b426410c0cebe858a37f3ff6997a5cd787ff13a7fa77f589c77,True,ctls,marketingplatform.google.com,443,https://ssl.google-analytics.com:443,https,GET,216.58.206.40,/,302920777,2a00:1450:4001:811::2008,1833,False,,text/html,HTTP/3,,sffe,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d38b2399690f104027969838ca3503d1,b5ec0a1e9d334b426410c0cebe858a37f3ff6997a5cd787ff13a7fa77f589c77,True,ctls,marketingplatform.google.com,443,https://stats.g.doubleclick.net:443,https,GET,173.194.76.154,/,302920777,2a00:1450:400c:c00::9c,1833,False,,text/html,HTTP/3,,sffe,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
https://stats.g.doubleclick.net/j/collect,,200,1,stats.g.doubleclick.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:07Z,2023-09-25T08:19:06Z,CN=*.g.doubleclick.net,*.g.doubleclick.net,media.admob.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,15477a9aaaace47a1d0e3f0cd907fffe,9f10921b08d4c785ce30a89dd95261720ee692a80d74a9a9b5c07e8583fd287f,True,ctls,stats.g.doubleclick.net,443,https://stats.g.doubleclick.net:443/j/collect,https,GET,173.194.76.154,/j/collect,302920777,2a00:1450:400c:c00::9c,1,False,,text/plain,HTTP/3,,Golfe2,,,,
https://storage.googleapis.com,,400,181,storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:26:53Z,2023-09-25T08:26:52Z,CN=storage.googleapis.com,storage.googleapis.com,storage.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,0814a9417a7ff1df15f0ba6b17b17623,2777f261f20372bb741878cf9d11d9cbe762adbe1b65e632675843ffa0c076fe,,ctls,storage.googleapis.com,443,https://storage.googleapis.com:443,https,GET,142.250.186.176,/,1932894636,2a00:1450:4001:809::2010,1,False,,application/xml,HTTP/3,,UploadServer,,,,
https://topechelon-test.chargebee.com/,User Login - Chargebee,200,26459,app.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,app.chargebee.com,443,https://topechelon-test.chargebee.com:443,https,GET,35.174.254.67,/,300152780,54.85.254.231,535,False,,text/html,HSTS,,ChargeBee,https://nexus-websocket-b.intercom.io,ChargeBee Inc.,https://app.chargebee.com/login?forward=https://topechelon-test.chargebee.com/,
https://topechelon-test.chargebee.com/assets/hp_v3/iframe_views/,,404,2866,topechelon-test.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,topechelon-test.chargebee.com,443,https://topechelon-test.chargebee.com:443/assets/hp_v3/iframe_views/,https,GET,35.174.254.67,/assets/hp_v3/iframe_views/,300152780,54.85.254.231,62,False,,text/html,HSTS,,ChargeBee,,ChargeBee Inc.,,
https://topechelon-tm-test.chargebee.com/,User Login - Chargebee,200,26469,app.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,app.chargebee.com,443,https://topechelon-tm-test.chargebee.com:443,https,GET,35.174.254.67,/,300152780,3.91.114.186,535,False,,text/html,HSTS,,ChargeBee,https://sentry.io/api/1357639/security/?sentry_key=33fa3d38332c426c82c8d522ff9d017a,ChargeBee Inc.,https://app.chargebee.com/login?forward=https://topechelon-tm-test.chargebee.com/,
https://topechelon-tm-test.chargebee.com/assets/hp_v3/iframe_views/,,404,2866,topechelon-tm-test.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,topechelon-tm-test.chargebee.com,443,https://topechelon-tm-test.chargebee.com:443/assets/hp_v3/iframe_views/,https,GET,35.174.254.67,/assets/hp_v3/iframe_views/,300152780,3.91.114.186,62,False,,text/html,HSTS,,ChargeBee,,ChargeBee Inc.,,
https://topechelon.chargebee.com/,User Login - Chargebee,200,26437,app.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,app.chargebee.com,443,https://topechelon.chargebee.com:443,https,GET,3.91.114.186,/,300152780,54.85.254.231,535,False,,text/html,HSTS,,ChargeBee,http://d2sq1ls4tm6x2u.cloudfront.net/static/app-static-assets/theme/theme-1.0.0/,ChargeBee Inc.,https://app.chargebee.com/login?forward=https://topechelon.chargebee.com/,
https://topechelon.chargebee.com/assets/hp_v3/iframe_views/,,404,2866,topechelon.chargebee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.chargebee.com, O=ChargeBee Inc., L=Los Angeles, ST=California, C=US",*.chargebee.com,chargebee.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ceae55438889149eefd433e76ddd21f,7d6bba9d8bf76acde23ca9d57dbb5fd63534583b273ede9a1a6cd6f2b7e0521f,True,ctls,topechelon.chargebee.com,443,https://topechelon.chargebee.com:443/assets/hp_v3/iframe_views/,https,GET,3.91.114.186,/assets/hp_v3/iframe_views/,300152780,54.85.254.231,62,False,,text/html,HSTS,,ChargeBee,,ChargeBee Inc.,,
https://use.typekit.net,Adobe Fonts | Explore unlimited fonts,200,157736,fonts.adobe.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=*.typekit.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.typekit.com,typekit.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,dd40db78b9c73dbbb2ae84cef44634b4,cd14431f1c8f86d706d6c7df12191ddac4b741e930a5849abc7d39f262d0621e,True,ctls,fonts.adobe.com,443,https://use.typekit.net:443,https,GET,23.32.238.210,/,-236991280,2a02:26f0:3100::1735:28f0,1803,False,,text/html,Ruby on Rails,,nginx,,Adobe Inc.,https://fonts.adobe.com/,True
https://web-sdk-services.checkr.com/,Home Page,200,241,web-sdk-services.checkr.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,checkr.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5b7cd3b47198dc33f46d724076a86d3e,8e47ebf3d5a4302d8f1ef18266c615092a6c5d724acdc945b55c90db3d79efc4,True,ctls,web-sdk-services.checkr.com,443,https://web-sdk-services.checkr.com:443,https,GET,104.16.18.47,/,1593207841,2606:4700::6810:bd35,12,False,cloudflare,text/html,Node.js,True,cloudflare,,"Cloudflare, Inc.",,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d38b2399690f104027969838ca3503d1,b5ec0a1e9d334b426410c0cebe858a37f3ff6997a5cd787ff13a7fa77f589c77,True,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,GET,142.250.186.174,/,302920777,142.250.186.174,1833,False,,text/html,HTTP/3,,sffe,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:19:15Z,2023-09-25T08:19:14Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,11051355151e2a8a6472f13dda546c05,1c961f4ff86b10afdcc827d5d23799e61c31b25b8ca2e5baf01283382178c46b,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,GET,172.217.18.104,/,302920777,2a00:1450:4001:829::2008,12,False,,text/html,HTTP/3,,Google Tag Manager,,,,True
huduma.sandbox.topechelon.com,,404,,huduma.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,huduma.sandbox.topechelon.com,443,https://huduma.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
huoying.sandbox.topechelon.com,,404,,huoying.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,huoying.sandbox.topechelon.com,443,https://huoying.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
idint.sandbox.topechelon.com,,404,,idint.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,idint.sandbox.topechelon.com,80,http://idint.sandbox.topechelon.com:80,http,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,https://idint.sandbox.topechelon.com/,
ihmesp-tools-pdx.sandbox.topechelon.com,,404,,ihmesp-tools-pdx.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ihmesp-tools-pdx.sandbox.topechelon.com,443,https://ihmesp-tools-pdx.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
imagehosting.sandbox.topechelon.com,,404,,imagehosting.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,imagehosting.sandbox.topechelon.com,443,https://imagehosting.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
incididunt-auth.sandbox.topechelon.com,,404,,incididunt-auth.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,incididunt-auth.sandbox.topechelon.com,443,https://incididunt-auth.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
intl2.sandbox.topechelon.com,,404,,intl2.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,intl2.sandbox.topechelon.com,443,https://intl2.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
inttest-c754c8f.sandbox.topechelon.com,,404,,inttest-c754c8f.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,inttest-c754c8f.sandbox.topechelon.com,443,https://inttest-c754c8f.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ip-150-67.sandbox.topechelon.com,,404,,ip-150-67.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ip-150-67.sandbox.topechelon.com,443,https://ip-150-67.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ipsadapter-itms7-inpartner-boku.sandbox.topechelon.com,,404,,ipsadapter-itms7-inpartner-boku.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipsadapter-itms7-inpartner-boku.sandbox.topechelon.com,443,https://ipsadapter-itms7-inpartner-boku.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ipv4-c008-lax009-ix.sandbox.topechelon.com,,404,,ipv4-c008-lax009-ix.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c008-lax009-ix.sandbox.topechelon.com,443,https://ipv4-c008-lax009-ix.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
ipv4-c009-atl004-ix.sandbox.topechelon.com,,404,,ipv4-c009-atl004-ix.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c009-atl004-ix.sandbox.topechelon.com,443,https://ipv4-c009-atl004-ix.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
ipv4-c013-mow001-nflxoc-isp.sandbox.topechelon.com,,404,,ipv4-c013-mow001-nflxoc-isp.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c013-mow001-nflxoc-isp.sandbox.topechelon.com,443,https://ipv4-c013-mow001-nflxoc-isp.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ipv4-c021-bom001-ix.sandbox.topechelon.com,,404,,ipv4-c021-bom001-ix.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c021-bom001-ix.sandbox.topechelon.com,443,https://ipv4-c021-bom001-ix.sandbox.topechelon.com:443,https,GET,52.20.64.150,/,-1840324437,54.162.141.14,1,False,,,,,,,,,
ipv4-c076-iah001-ix.sandbox.topechelon.com,,404,,ipv4-c076-iah001-ix.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c076-iah001-ix.sandbox.topechelon.com,443,https://ipv4-c076-iah001-ix.sandbox.topechelon.com:443,https,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,,
ipv4-c154-cdg001-ix.sandbox.topechelon.com,,404,,ipv4-c154-cdg001-ix.sandbox.topechelon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T19:02:17Z,2023-07-30T19:02:16Z,CN=*.sandbox.topechelon.com,*.sandbox.topechelon.com,*.sandbox.topechelon.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,77c543a360f07828b9a393153e2337e6,e386acdeb660e76dccc731ce83cf0a3bc23dfd8381a198e9b4c09e4c75fb5f0a,True,ctls,ipv4-c154-cdg001-ix.sandbox.topechelon.com,80,http://ipv4-c154-cdg001-ix.sandbox.topechelon.com:80,http,GET,54.162.141.14,/,-1840324437,52.20.64.150,1,False,,,,,,,,https://ipv4-c154-cdg001-ix.sandbox.topechelon.com/,
